Weather Set Name,Weather Station Name,Date,Min Temp [deg.C],Max Temp [deg.C],Accumulated Precip [mm],Wind Run [km/day],Min RH [%],Max RH [%],Solar Rad [kJ/m2/day],ET Rad,Net Rad,Incoming Rad,Last Modified,Modified By
ARDTWP,T001R19W4,2018/10/07,-3.4,11.6,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/08,-3.7,2,1,,,,,,,,,
ARDTWP,T001R19W4,2018/10/09,-4,-2.1,7,,,,,,,,,
ARDTWP,T001R19W4,2018/10/10,-3.9,-0.2,1.5,,,,,,,,,
ARDTWP,T001R19W4,2018/10/11,-2.5,4.7,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/12,-1.9,13.4,2,,,,,,,,,
ARDTWP,T001R19W4,2018/10/13,-4.1,-0.7,2.2,,,,,,,,,
ARDTWP,T001R19W4,2018/10/14,-5.9,7.7,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/15,4.8,15.3,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/16,2.6,18,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/17,2,22.9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/18,3.6,19.6,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/19,0.2,16.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/20,2.9,22.3,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/21,-1,13.8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/22,-3.3,14.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/23,-0.5,19.2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/24,3.7,17,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/25,3,13.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/26,4.9,15.9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/27,-1.3,13.3,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/28,-0.5,15.7,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/29,-0.8,10.1,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/30,-0.9,10.5,0,,,,,,,,,
ARDTWP,T001R19W4,2018/10/31,-0.5,8.5,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/01,0.5,5.6,0.6,,,,,,,,,
ARDTWP,T001R19W4,2018/11/02,-0.2,11.2,2.8,,,,,,,,,
ARDTWP,T001R19W4,2018/11/03,-2.1,10,4.1,,,,,,,,,
ARDTWP,T001R19W4,2018/11/04,-1.1,10.8,0.1,,,,,,,,,
ARDTWP,T001R19W4,2018/11/05,-7.4,-0.7,1.1,,,,,,,,,
ARDTWP,T001R19W4,2018/11/06,-10.5,-6.1,5.6,,,,,,,,,
ARDTWP,T001R19W4,2018/11/07,-15.6,-6.5,0.6,,,,,,,,,
ARDTWP,T001R19W4,2018/11/08,-14.9,-4.2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/09,-13,3.2,0.7,,,,,,,,,
ARDTWP,T001R19W4,2018/11/10,-7.3,-0.9,7.6,,,,,,,,,
ARDTWP,T001R19W4,2018/11/11,-11.7,-2.8,0.8,,,,,,,,,
ARDTWP,T001R19W4,2018/11/12,-12.1,3.7,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/13,-2.1,7.7,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/14,1.5,7,0.1,,,,,,,,,
ARDTWP,T001R19W4,2018/11/15,0.9,6.8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/16,-14,4.5,3.5,,,,,,,,,
ARDTWP,T001R19W4,2018/11/17,-17.3,-2.8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/18,-5.7,4.9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/19,-3.8,7.6,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/20,-0.1,10.5,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/21,0.7,9.3,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/22,-0.1,8.1,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/23,-4.5,5.2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/24,-8.1,-1.9,0.6,,,,,,,,,
ARDTWP,T001R19W4,2018/11/25,-7.4,3.5,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/26,-3.4,8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/27,3.1,9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/28,-0.5,7.2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/29,-3.3,6.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/11/30,-5.1,3.1,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/01,-5.4,-2.5,3.2,,,,,,,,,
ARDTWP,T001R19W4,2018/12/02,-10.2,-2.2,0.3,,,,,,,,,
ARDTWP,T001R19W4,2018/12/03,-10.6,-2.8,0.1,,,,,,,,,
ARDTWP,T001R19W4,2018/12/04,-11.7,-0.2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/05,-17.6,-4.7,1.8,,,,,,,,,
ARDTWP,T001R19W4,2018/12/06,-17.1,-5.9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/07,-14.2,0.2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/08,-8.2,2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/09,-6.6,4.9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/10,-4.2,3.8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/11,-5.3,3.9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/12,-3.5,3.8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/13,-1.5,4.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/14,0.7,8.6,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/15,-5.6,5.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/16,-5.8,9.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/17,0.4,9.1,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/18,-0.4,8.5,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/19,-0.4,5.8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/20,-2.4,8,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/21,-6.3,3.6,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/22,-10.4,-0.3,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/23,-5.6,4.1,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/24,-12,-0.9,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/25,-12.9,-2.3,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/26,-12.2,-2.3,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/27,-14.2,-8.4,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/28,-9.7,-0.2,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/29,-2.5,7,0,,,,,,,,,
ARDTWP,T001R19W4,2018/12/30,-16.1,3.8,11.7,,,,,,,,,
ARDTWP,T001R19W4,2018/12/31,-19.2,-11.8,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/01,-15.28,-0.25,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/02,-1.06,5.23,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/03,1.74,7.99,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/04,1.24,7.11,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/05,-3.54,4.21,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/06,-3.51,6.07,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/07,-10.82,0.15,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/08,-15.16,-4.53,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/09,-8.39,9.38,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/10,-3.2,8.74,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/11,-5.06,7.76,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/12,-2.49,14.05,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/13,-4.64,12.71,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/14,-6.11,11.83,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/15,-8.96,3.49,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/16,-12.44,-6.85,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/17,-14.6,-7.7,4.95,,,,,,,,,
ARDTWP,T001R19W4,2019/01/18,-15.82,-4.47,2.14,,,,,,,,,
ARDTWP,T001R19W4,2019/01/19,-9.77,3.98,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/20,-5.99,1.41,0.94,,,,,,,,,
ARDTWP,T001R19W4,2019/01/21,-11.07,-2.04,0.27,,,,,,,,,
ARDTWP,T001R19W4,2019/01/22,-9.17,0.79,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/23,-18.27,-0.93,1.07,,,,,,,,,
ARDTWP,T001R19W4,2019/01/24,-18.88,0.39,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/25,-7.9,2.31,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/26,-3.05,7.86,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/27,-5.62,7.84,5.75,,,,,,,,,
ARDTWP,T001R19W4,2019/01/28,-13.05,-3.99,0.13,,,,,,,,,
ARDTWP,T001R19W4,2019/01/29,-16.27,-3.68,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/30,-7.49,3.93,0,,,,,,,,,
ARDTWP,T001R19W4,2019/01/31,-2.42,6.33,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/01,-9.54,5.89,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/02,-21.23,1.93,0.23,,,,,,,,,
ARDTWP,T001R19W4,2019/02/03,-26.87,-21.4,2.51,,,,,,,,,
ARDTWP,T001R19W4,2019/02/04,-29.04,-24.41,2.17,,,,,,,,,
ARDTWP,T001R19W4,2019/02/05,-26.72,-21.04,1.14,,,,,,,,,
ARDTWP,T001R19W4,2019/02/06,-29.76,-19.7,0.69,,,,,,,,,
ARDTWP,T001R19W4,2019/02/07,-28.18,-10.94,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/08,-24.1,-13.83,1.26,,,,,,,,,
ARDTWP,T001R19W4,2019/02/09,-28.9,-23.78,0.8,,,,,,,,,
ARDTWP,T001R19W4,2019/02/10,-31.97,-23.54,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/11,-30.1,-21.05,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/12,-26.03,-18.29,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/13,-25.58,-18.98,1.49,,,,,,,,,
ARDTWP,T001R19W4,2019/02/14,-24.59,-12.28,0.23,,,,,,,,,
ARDTWP,T001R19W4,2019/02/15,-20.53,-13.68,4,,,,,,,,,
ARDTWP,T001R19W4,2019/02/16,-19.71,-16.75,0.11,,,,,,,,,
ARDTWP,T001R19W4,2019/02/17,-26.14,-18.21,0.34,,,,,,,,,
ARDTWP,T001R19W4,2019/02/18,-28.17,-16.53,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/19,-19.5,-6.61,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/20,-12.12,-6.21,0.69,,,,,,,,,
ARDTWP,T001R19W4,2019/02/21,-20.33,-9.95,0.34,,,,,,,,,
ARDTWP,T001R19W4,2019/02/22,-16.68,-4.03,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/23,-24.44,-6.23,0.46,,,,,,,,,
ARDTWP,T001R19W4,2019/02/24,-26.53,-18.4,0.11,,,,,,,,,
ARDTWP,T001R19W4,2019/02/25,-28.5,-19.97,3.88,,,,,,,,,
ARDTWP,T001R19W4,2019/02/26,-27.5,-18.04,0.91,,,,,,,,,
ARDTWP,T001R19W4,2019/02/27,-23.29,-7.05,0,,,,,,,,,
ARDTWP,T001R19W4,2019/02/28,-12.93,-6.96,1.14,,,,,,,,,
ARDTWP,T001R19W4,2019/03/01,-26.79,-9.68,3.03,,,,,,,,,
ARDTWP,T001R19W4,2019/03/02,-32.57,-21.42,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/03,-31.19,-17.26,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/04,-26,-12.19,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/05,-20.81,-6.5,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/06,-20.23,-11.62,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/07,-16.35,1.94,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/08,-14.46,-1.01,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/09,-16.32,-2.24,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/10,-14.11,0.17,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/11,-6.24,3.79,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/12,-2.91,2.02,1.39,,,,,,,,,
ARDTWP,T001R19W4,2019/03/13,-7.83,-0.74,0.76,,,,,,,,,
ARDTWP,T001R19W4,2019/03/14,-9.91,2.69,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/15,-5.25,3.82,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/16,-6.06,6.61,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/17,-5.91,5.53,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/18,-2.56,7.88,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/19,-2.1,14.06,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/20,-0.72,12.61,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/21,-0.93,12.79,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/22,-1.06,12.09,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/23,0.14,11.95,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/24,-1.54,3.22,0.38,,,,,,,,,
ARDTWP,T001R19W4,2019/03/25,-1.59,12.33,0.25,,,,,,,,,
ARDTWP,T001R19W4,2019/03/26,0.57,12.53,0.13,,,,,,,,,
ARDTWP,T001R19W4,2019/03/27,-2.61,5.19,0.88,,,,,,,,,
ARDTWP,T001R19W4,2019/03/28,-3.37,6.05,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/29,-4.11,6.82,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/30,-2.86,13.46,0,,,,,,,,,
ARDTWP,T001R19W4,2019/03/31,-4.1,10.02,1.52,,,,,,,,,
ARDTWP,T001R19W4,2019/04/01,-2.48,6.6,0.36,,,,,,,,,
ARDTWP,T001R19W4,2019/04/02,-2.9,9.06,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/03,-2.34,11.76,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/04,1.47,13.74,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/05,-3.66,12.58,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/06,0.8,10.95,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/07,-0.68,12.98,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/08,-1.4,13.73,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/09,1.7,8.62,2.71,,,,,,,,,
ARDTWP,T001R19W4,2019/04/10,0.15,8.44,2.17,,,,,,,,,
ARDTWP,T001R19W4,2019/04/11,-2.12,8.61,0.81,,,,,,,,,
ARDTWP,T001R19W4,2019/04/12,-2.8,7.57,2.35,,,,,,,,,
ARDTWP,T001R19W4,2019/04/13,-3.08,11.03,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/14,-0.36,9.42,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/15,-1.55,10.27,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/16,-3.35,12.4,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/17,0.69,14.02,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/18,-0.84,17.24,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/19,6.2,20.1,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/20,2.28,6.68,3.61,,,,,,,,,
ARDTWP,T001R19W4,2019/04/21,-1.13,13.25,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/22,1.08,19,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/23,7.25,18.3,0.36,,,,,,,,,
ARDTWP,T001R19W4,2019/04/24,-0.43,15.7,0.09,,,,,,,,,
ARDTWP,T001R19W4,2019/04/25,-1.41,13.98,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/26,-1.65,10.93,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/27,-2.48,10.66,0.9,,,,,,,,,
ARDTWP,T001R19W4,2019/04/28,-7.56,0.13,4.51,,,,,,,,,
ARDTWP,T001R19W4,2019/04/29,-10.25,4.14,0,,,,,,,,,
ARDTWP,T001R19W4,2019/04/30,-7.35,6.56,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/01,-6.1,8.78,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/02,-0.34,10,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/03,0.64,15.36,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/04,-2.52,11.16,3.65,,,,,,,,,
ARDTWP,T001R19W4,2019/05/05,-3.1,1.85,2.54,,,,,,,,,
ARDTWP,T001R19W4,2019/05/06,-0.92,11.57,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/07,2.46,10,1.88,,,,,,,,,
ARDTWP,T001R19W4,2019/05/08,0.48,12.38,1.99,,,,,,,,,
ARDTWP,T001R19W4,2019/05/09,-0.19,14.97,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/10,6.89,16.57,0.33,,,,,,,,,
ARDTWP,T001R19W4,2019/05/11,2.63,22.4,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/12,10.79,24.86,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/13,9.36,20.33,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/14,6.5,23.4,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/15,6.84,19.49,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/16,3.85,8.57,6.3,,,,,,,,,
ARDTWP,T001R19W4,2019/05/17,0.51,4.32,12.71,,,,,,,,,
ARDTWP,T001R19W4,2019/05/18,-0.73,4.85,7.52,,,,,,,,,
ARDTWP,T001R19W4,2019/05/19,-0.93,9.75,0.22,,,,,,,,,
ARDTWP,T001R19W4,2019/05/20,-1.73,7.33,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/21,2.81,7.06,7.63,,,,,,,,,
ARDTWP,T001R19W4,2019/05/22,2.53,16.32,1.11,,,,,,,,,
ARDTWP,T001R19W4,2019/05/23,4.43,19.78,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/24,4.29,17.42,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/25,4.99,15.49,6.52,,,,,,,,,
ARDTWP,T001R19W4,2019/05/26,5.62,13.29,4.86,,,,,,,,,
ARDTWP,T001R19W4,2019/05/27,5.02,15.04,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/28,2.12,20.12,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/29,5.04,24.38,0,,,,,,,,,
ARDTWP,T001R19W4,2019/05/30,9.21,25.83,8.96,,,,,,,,,
ARDTWP,T001R19W4,2019/05/31,8.47,20.63,0.11,,,,,,,,,
ARDTWP,T001R19W4,2019/06/01,7.98,25.53,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/02,11.78,27.14,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/03,10.72,25.73,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/04,4.76,23.69,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/05,4.59,23.56,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/06,8.68,19.79,0.81,,,,,,,,,
ARDTWP,T001R19W4,2019/06/07,3.4,15.35,0.1,,,,,,,,,
ARDTWP,T001R19W4,2019/06/08,0.86,13.84,0.3,,,,,,,,,
ARDTWP,T001R19W4,2019/06/09,1.88,18.88,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/10,5.69,20.34,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/11,5.67,21.56,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/12,7.59,25.46,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/13,10.94,28.2,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/14,9.56,17.82,2.13,,,,,,,,,
ARDTWP,T001R19W4,2019/06/15,9.33,20.46,0.91,,,,,,,,,
ARDTWP,T001R19W4,2019/06/16,10.31,22.14,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/17,8.74,24.64,0.51,,,,,,,,,
ARDTWP,T001R19W4,2019/06/18,9.25,22.42,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/19,4.91,20.63,4.36,,,,,,,,,
ARDTWP,T001R19W4,2019/06/20,2.69,14.51,2.44,,,,,,,,,
ARDTWP,T001R19W4,2019/06/21,3.39,14.85,3.15,,,,,,,,,
ARDTWP,T001R19W4,2019/06/22,7.64,19.34,0.1,,,,,,,,,
ARDTWP,T001R19W4,2019/06/23,7.74,18.04,0.61,,,,,,,,,
ARDTWP,T001R19W4,2019/06/24,7.43,16.55,2.54,,,,,,,,,
ARDTWP,T001R19W4,2019/06/25,4.85,19.77,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/26,5.99,22.48,0.91,,,,,,,,,
ARDTWP,T001R19W4,2019/06/27,7.4,16.75,5.58,,,,,,,,,
ARDTWP,T001R19W4,2019/06/28,6.38,21.91,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/29,7.68,21.96,0,,,,,,,,,
ARDTWP,T001R19W4,2019/06/30,5.04,22.62,0,,,,,,,,,
ARDTWP,T001R19W4,2019/07/01,7.46,25.72,0.1,,,,,,,,,
ARDTWP,T001R19W4,2019/07/02,5.9,15.83,1.14,,,,,,,,,
ARDTWP,T001R19W4,2019/07/03,7.6,19.43,3.83,,,,,,,,,
ARDTWP,T001R19W4,2019/07/04,5.57,18.7,6.31,,,,,,,,,
ARDTWP,T001R19W4,2019/07/05,8.5,15.13,0.21,,,,,,,,,
ARDTWP,T001R19W4,2019/07/06,6.99,26.48,0.1,,,,,,,,,
